source,id,url,created_at,last_modified,downloads,likes_or_stars,license,base_model,description_or_card_snippet,screen_decision,screen_reason
hf_model,05deepak/finetuned-gpt2-decision_making_model,https://huggingface.co/05deepak/finetuned-gpt2-decision_making_model,2024-07-12T21:27:41.000Z,2024-07-12T21:44:03.000Z,24,0,,,"---
license: mit
base_model: openai-community/gpt2
tags:
- generated_from_trainer
model-index:
- name: finetuned-gpt2-decision_making_model
  results: []
---

<!-- This model card has been generated automatically according to the information the Trainer had access to. You
should probably proofread a",uncertain,
hf_model,Santipab/NSCLC_Decision_Tree_model,https://huggingface.co/Santipab/NSCLC_Decision_Tree_model,2024-08-08T11:51:26.000Z,2024-08-08T11:51:52.000Z,0,0,,,,uncertain,
hf_model,Ichsan213/my_decision_tree_model,https://huggingface.co/Ichsan213/my_decision_tree_model,2024-09-29T14:07:34.000Z,2024-09-29T14:08:57.000Z,0,0,,,,uncertain,
hf_model,anirudh1101/decision-tree-iris-model,https://huggingface.co/anirudh1101/decision-tree-iris-model,2024-12-28T08:01:28.000Z,2024-12-28T08:09:22.000Z,0,0,,,,uncertain,
hf_model,denvla/court-decision-model,https://huggingface.co/denvla/court-decision-model,2025-03-11T15:29:55.000Z,2025-03-11T15:29:55.000Z,0,0,,,,uncertain,
hf_model,jayjooo/decision_tree_model.pkl,https://huggingface.co/jayjooo/decision_tree_model.pkl,2025-05-11T06:51:05.000Z,2025-05-11T06:51:17.000Z,0,0,,,,uncertain,
hf_model,WaiLwin/network-test-model-decision,https://huggingface.co/WaiLwin/network-test-model-decision,2025-06-24T14:02:03.000Z,2025-06-24T14:02:10.000Z,0,0,,,"---
base_model: unsloth/llama-3.2-3b-instruct-bnb-4bit
tags:
- text-generation-inference
- transformers
- unsloth
- llama
- trl
license: apache-2.0
language:
- en
---

# Uploaded  model

- **Developed by:** WaiLwin
- **License:** apache-2.0
- **Finetuned from model :** unsloth/llama-3.2-3b-instruct-",uncertain,
hf_model,Amittripipathi/DecisionTree-engine-predictive-model,https://huggingface.co/Amittripipathi/DecisionTree-engine-predictive-model,2025-12-06T17:03:47.000Z,2025-12-21T05:55:50.000Z,0,0,,,,uncertain,
hf_model,kraimon/humanoid-safety-decision-model,https://huggingface.co/kraimon/humanoid-safety-decision-model,2025-12-14T13:37:20.000Z,2025-12-14T13:37:20.000Z,0,0,,,,uncertain,
hf_model,tritauzen/decision-fatigue-support-model,https://huggingface.co/tritauzen/decision-fatigue-support-model,2025-12-25T20:17:40.000Z,2025-12-25T20:17:40.000Z,0,0,,,"---
license: apache-2.0
---
",uncertain,
hf_model,acengnew/condition-decision-logic-model,https://huggingface.co/acengnew/condition-decision-logic-model,2026-01-01T11:06:47.000Z,2026-01-01T11:07:25.000Z,7,0,,,"Condition Decision Logic Model

A placeholder model representing condition-to-decision reasoning.
",uncertain,
hf_model,bdr-ai-org/insurance-claims-decision-model-v1,https://huggingface.co/bdr-ai-org/insurance-claims-decision-model-v1,2026-01-01T16:40:02.000Z,2026-02-26T23:35:39.000Z,0,0,,,"---
license: apache-2.0
library_name: sklearn
---
# Motor Insurance Claims Decision Model

## Model Description

This is a Logistic Regression model for motor insurance claims decision support. The model predicts whether a claim should be **approved**, sent for **review**, or **rejected** based on c",uncertain,
hf_model,ariefansclub/humanoid-navigation-decision-model,https://huggingface.co/ariefansclub/humanoid-navigation-decision-model,2026-01-07T03:13:42.000Z,2026-01-07T03:14:30.000Z,0,0,,,"---
language: en
license: mit
tags: [navigation, robotics, agent]
---

# Humanoid Navigation Decision Model

A lightweight decision-making model template for humanoid navigation.
Maps movement commands to directional decisions and path intents.

## Use Cases
- Indoor navigation
- Directional command",uncertain,
