kind,term,id,created
models,laya,aac6fef/laya-typed-decisions-coreml,2026-09-20
models,laya,sekkit/laya,2026-09-20
models,laya,aaroncool9/laya-vision-smolvlm-256m,2026-09-20
models,laya,nvkudva/laya-web-q8,2026-09-20
models,laya,Emerald7664/laya,2026-09-20
models,laya,fr0stbit3/laya-typed-decisions-gguf,2026-09-20
models,laya,Gtrkrsk/laya,2026-09-20
models,laya,p-yan/laya-quanto,2026-09-20
models,laya,BlueAquilae/laya-pack-shaped,2026-09-21
models,laya,telepatia-ai/laya-pt-es-nli,2026-09-21
models,laya,HimanshuPathak/laya,2026-09-21
models,laya,alfred361/laya-web,2026-09-21
models,laya,GeekyAbs/laya,2026-09-21
models,laya,binoykunhi/laya-typed-decisions-endpoint,2026-09-21
models,laya,piratehack009/laya-cn-finance-relevance,2026-09-21
models,laya,VishalMysore/layaForWeb,2026-09-21
models,laya,piratehack009/laya-cn-flash-triage,2026-09-21
models,laya,sivasub987/mandate-1-laya,2026-09-21
models,laya,Cruzex/laya-typed-decisions-smoketest,2026-09-21
models,laya,opg13/laya,2026-09-21
models,laya,rarha/laya-onnx,2026-09-21
models,laya,InfinimindCreations/laya-rlcd-training,2026-09-21
models,laya,TracNetwork/mayhem-catalog-convaiinnovations-laya,2026-09-21
models,laya,agk4444/laya-typed-decisions,2026-09-21
models,laya,Silversys/laya-eurusd,2026-09-21
models,laya,SwagMessiah100/laya,2026-09-22
models,laya,liskasYR/laya,2026-09-22
models,laya,liskasYR/laya-typed-decisions,2026-09-22
models,laya,ColomboAI/C3R-Decision-Laya-421M-v0.1,2026-09-22
models,laya,SAIFIINDUSTRIES/laya,2026-09-22
models,laya,2045max/laya-custom-model,2026-09-22
models,laya,azalio/laya-doom-v3,2026-09-22
models,laya,thaitea/laya-vision-smolvlm-256m-score,2026-09-22
models,laya,hxrikp/laya-session-guard-pilot,2026-09-22
models,laya,peter2000/laya-vulnerability-groups,2026-09-22
models,laya,leli14/laya_cpu_onnx,2026-09-22
models,laya,Layasaran/research_model_v1,2026-09-22
models,laya,akmt-dev/laya,2026-09-22
models,laya,10vivo01/laya-ru-tickets,2026-09-22
models,laya,p-rk/decision-engine-laya-onnx,2026-09-22
models,laya,TacFlow/laya-multilingual-GGUF,2026-09-22
models,laya,Torim98/laya-multilingual-int8,2026-09-22
models,laya,m1rhan/laya-typed-decisions-ONNX,2026-09-22
models,laya,Vaibhavhome30/laya-mlx,2026-09-22
models,laya,Ankit1106/laya-typed-decisions,2026-09-22
models,laya,piffie/laya-onnx,2026-09-22
models,laya,ddoice/laya-browser-onnx,2026-09-22
models,laya,vtava/Laya-Integrated-Memory-V22,2026-09-22
models,laya,piratehack009/laya-cn-retail-sentiment,2026-09-22
models,laya,InfinimindCreations/laya-news-decisions,2026-09-22
models,laya,yehor-oleksiuk/laya-multilingual-onnx,2026-09-22
models,laya,yehor-oleksiuk/laya-english-onnx,2026-09-22
models,laya,yehor-oleksiuk/laya-typed-decisions-onnx,2026-09-22
models,laya,FluidInference/laya-english-coreml,2026-09-22
models,laya,madhavbiplov/laya-snake-mlx,2026-09-22
models,laya,VishalMysore/layaForWebTrained,2026-09-22
models,laya,SGK86/laya-multilingual-typed-decisions,2026-09-22
models,laya,thaitea/laya-vision-smolvlm2-256m-split1024,2026-09-22
models,laya,chaoliangUNSW/MacJev-322M-4K-Laya-MLX,2026-09-23
models,laya,ti3x-m/laya-onnx,2026-09-23
models,laya,ti3x-m/laya-multilingual-onnx,2026-09-23
models,laya,ti3x-m/laya-typed-decisions-onnx,2026-09-23
models,laya,chaoliangUNSW/MacJev-322M-4K-Laya-GGUF,2026-09-23
models,laya,rayss868123/laya,2026-09-23
models,laya,rayss868123/laya-multilingual,2026-09-23
models,laya,rayss868123/laya-typed-decisions,2026-09-23
models,laya,Quantum08/laya-browser-mind2web,2026-09-23
models,laya,tsukihime-exe/tsukiai-laya,2026-09-23
models,laya,thaitea/laya-vision-web,2026-09-23
models,laya,mazenDDr/laya-crisis-triage,2026-09-23
models,laya,yunfengwang/laya-MNN-fp16,2026-09-23
models,laya,yunfengwang/laya-MNN-int8,2026-09-23
models,laya,wuyouxiaobai/laya,2026-09-23
models,laya,uzuw/laya-cli-gate,2026-09-23
models,laya,2nugu/laya-ko,2026-09-23
models,laya,Sharjeelbaig/laya-multilingual-onnx,2026-09-23
models,laya,gdelatournelle/laya-onnx,2026-09-23
models,laya,Sharjeelbaig/laya-multilingual-onnx-int8,2026-09-23
models,laya,huanggengwei/laya-typed-decisions,2026-09-23
models,laya,abedinia/laya-web-agent,2026-09-23
models,laya,TalalML123/laya-multimodal-best-all-tasks,2026-09-23
models,laya,leehack/laya-tetris-head,2026-09-23
models,laya,mlboydaisuke/Laya-Multilingual-CoreAI,2026-09-23
models,laya,ricky136/laya-chat,2026-09-23
models,laya,WilburDev/pigai-laya-intent,2026-09-23
models,laya,codenamev/laya-onnx,2026-09-23
models,laya,sahilchachra/Laya-English-MXFP4,2026-09-23
models,laya,sahilchachra/Laya-English-MXFP8,2026-09-23
models,laya,sahilchachra/Laya-Multilingual-MXFP4,2026-09-23
models,laya,sahilchachra/Laya-TypedDecisions-MXFP4,2026-09-23
models,laya,sahilchachra/Laya-TypedDecisions-MXFP8,2026-09-23
models,laya,strivedi183/laya-typed-decisions-onnx-fp16,2026-09-23
models,laya,OwaisAli10/laya-snake,2026-09-23
models,laya,featherless-ai/laya-plus-classifier,2026-09-23
models,laya,dnagpt/laya-bio-models,2026-09-23
models,laya,AhmetSemih/laya-turkish-mmlu,2026-09-23
models,laya,ksanjiv05/laya-for-rn-executorch,2026-09-23
models,laya,Jojoarumugam/laya-agentguard,2026-09-23
models,laya,Infin8-AI/laya,2026-09-23
models,laya,vtava/Laya-MemoryFusion-V3,2026-09-23
models,laya,vdaular/laya,2026-09-23
models,laya,Qalarc/Laya-GUT-Finetune,2026-09-24
models,laya,sothiem/laya-kvp10k-noul,2026-09-24
models,laya,Omarmahmoud83/laya_compliance,2026-09-24
models,laya,thaitea/laya-vision-201m,2026-09-24
models,laya,Omarmahmoud83/laya_type_decision,2026-09-24
models,laya,canbingol/laya-typed-decisions-turkish-mmlu-10k,2026-09-24
models,laya,Ladorure/Laya_llamafile_0.3.20,2026-09-24
models,laya,Terom/laya,2026-09-24
models,laya,nafiullah/laya-multilingual-bn-ecom-voice,2026-09-24
models,laya,AIMultiple/laya-typed-decisions-browser-ft,2026-09-24
models,laya,wuyuanpei/laya-browser,2026-09-24
models,laya,ollaya-dev/laya,2026-09-24
models,laya,servronix/laya-thai-trainset,2026-09-24
models,laya,androidli/laya-multilingual-onnx-int4,2026-09-24
models,laya,abhijithsoman27/laya-recruiting-email-classifier,2026-09-24
models,laya,Adkid/laya-cn-a,2026-09-24
models,kev,jaredpalmer/kev-0.5b,2026-09-18
models,kev,jaredpalmer/kev-4b,2026-09-19
models,kev,jaredpalmer/kev-9b,2026-09-20
models,kev,jaredpalmer/kev-0.8b,2026-09-20
models,kev,jaredpalmer/kev-8b,2026-09-19
models,kev,jaredpalmer/kev-0.6b,2026-09-19
models,kev,onnx-community/kev-0.6b-ONNX,2026-09-20
models,kev,taigrr/kev-0.8b-gguf,2026-09-22
models,kev,mys/kev-4b-GGUF,2026-09-22
models,kev,kevinevans/intern-matching92,2026-09-16
models,kev,aaroncool9/kev-0.5b,2026-09-19
models,kev,kevinisaac1999/mi-clase,2026-09-20
models,kev,onnx-community/kev-4b-ONNX,2026-09-20
models,kev,danielamitay/kev-0.5b-fp32-swev,2026-09-21
models,kev,danielamitay/kev-0.6b-fp32-swev,2026-09-21
models,kev,danielamitay/kev-4b-fp32-swev,2026-09-21
models,kev,kevin-surya04/Jadicek,2026-09-21
models,kev,kevin-surya04/jadicek-model,2026-09-21
models,kev,kevin957/sn111,2026-09-21
models,kev,ai-ecoverse/kev.js,2026-09-21
models,kev,Vvelarm/kev-0.5b-browser,2026-09-21
models,kev,rcmorano/kev-0.5b-onnx,2026-09-21
models,kev,marcmagn1/kev-08b-typed-v1,2026-09-21
models,kev,kevineen/ppo-LunarLander-v3,2026-09-22
models,kev,bvolpato/kevala-packs,2026-09-22
models,kev,misukisu/kev-0.5b-multitask,2026-09-22
models,kev,Kevinjnugroho/contrastive-experiments,2026-09-22
models,kev,misukisu/kev-0.5b-multitask-finnish-GGUF,2026-09-22
models,kev,taigrr/kev-4b-gguf,2026-09-22
models,kev,taigrr/kev-9b-gguf,2026-09-22
models,kev,mys/kev-0.5b-GGUF,2026-09-22
models,kev,mys/kev-0.8b-GGUF,2026-09-22
models,kev,marcmagn1/kev-4b-typed-v1,2026-09-22
models,kev,marcmagn1/kev-08b-typed-v1-blend,2026-09-22
models,kev,KevinJEBNUTY/oliwia,2026-09-22
models,kev,Vvelarm/kev-4b-browser,2026-09-22
models,kev,KevinJEBNUTY/olivia,2026-09-22
models,kev,KevinJEBNUTY/oliwiafinallora,2026-09-22
models,kev,arbazsiddiqui/kev-0.6b-browser-use,2026-09-22
models,kev,FluidInference/kev-0-5b-coreml,2026-09-22
models,kev,FluidInference/kev-0.6b-coreml,2026-09-22
models,kev,arbazsiddiqui/kev-0.6b-browser-use-ONNX,2026-09-22
models,kev,KevinPurnomo/beit-generation-2023,2026-09-23
models,kev,aflowx/quire-lora-kev-4b,2026-09-23
models,kev,luispoveda93/minicpm4-pcap-kev-v1,2026-09-23
models,kev,DreamBlooms/kev-0.8b-GGUF,2026-09-23
models,kev,DreamBlooms/kev-4b-GGUF,2026-09-23
models,kev,espetro/kev-0.8b-mistralrs,2026-09-23
models,kev,espetro/kev-4b-mistralrs,2026-09-23
models,kev,JohnP1/kev-gemma4-e2b,2026-09-23
models,kev,luispoveda93/minicpm4-pcap-kev-v2,2026-09-23
models,kev,espetro/kev-9b-mistralrs,2026-09-23
models,kev,espetro/kev-0.8b-gguf,2026-09-23
models,kev,espetro/kev-4b-gguf,2026-09-23
models,kev,espetro/kev-9b-gguf,2026-09-23
models,kev,RoderickQiu/kev-4b-mlx-8bit,2026-09-23
models,kev,kevinhillie/tmp-zero-shot-transfer,2026-09-24
models,kev,ayushcluster00/kev-minicpm5-2b,2026-09-24
models,kev,Terom/kev-0.5b,2026-09-24
models,kev,AIMultiple/kev-9b-browser-ft,2026-09-24
models,nimble,bespokelabs/Bespoke-Nimble-9B,2026-09-18
models,nimble,CongenitalAndya/nimble-9b-4bit,2026-09-24
models,jev,akhilaaa3/Jev-Omni,2026-09-20
models,jev,com-kotobalabs/open-jev-deberta-v3-large,2026-09-18
models,jev,Meanblock/JEV-CPU,2026-09-19
models,jev,ZefanCai/Open-Jev-9B,2026-09-20
models,jev,aimeigaoshou/agent-jev,2026-09-21
models,jev,argos1111/modernbert-ja-310m-jev,2026-09-19
models,jev,samatv256/mini-Jev,2026-09-21
models,jev,ZefanCai/Open-Jev-2B,2026-09-20
models,jev,chaoliangUNSW/Jev-Style-Qwen3.5-2B-Decision-GGUF,2026-09-21
models,jev,alibiserikbay/JevK5,2026-09-22
models,jev,mobarmg/jev-schema-scorer-deberta-v3-large,2026-09-17
models,jev,ZefanCai/Open-Jev-27B-v1.1,2026-09-22
models,jev,TokenRhythm/NeoHorse-Jev-4B,2026-09-23
models,jev,lewislululu/jevon,2026-09-19
models,jev,vagmi/jev-lite,2026-09-19
models,jev,chaoliangUNSW/Jev-Style-Qwen3.5-2B-Decision-v2-GGUF,2026-09-23
models,jev,lostargon/Tiny-Jev,2026-09-21
models,jev,Reza2kn/Jev-Omni-Q4_K_M-GGUF,2026-09-23
models,jev,chaoliangUNSW/Jev-Style-Qwen3.5-2B-Decision-MLX-bf16,2026-09-21
models,jev,NicolaiMTLassen/bonzi-1.7b-v1-jev,2026-09-20
models,jev,NicolaiMTLassen/bonzi-27b-v2-jev,2026-09-20
models,jev,kushalpatil/jevify-gemma4-26b-a4b,2026-09-20
models,jev,mradermacher/jevify-gemma4-e4b-GGUF,2026-09-20
models,jev,azharmo/build-jev-from-scratch,2026-09-20
models,jev,mogita/jev-decider-qwen3-4b,2026-09-21
models,jev,ait-hf/certus-jev-like-v0007,2026-09-22
models,jev,tasksource/modernbert-tasksource-jev,2026-09-22
models,jev,tianxinwei/JevAny-27B-SFT,2026-09-22
models,jev,tianxinwei/JevAny-27B-RLCR,2026-09-22
models,jev,guanxuyu/visual-jev-4b-answer-sft,2026-09-23
models,jev,DawoodKMasood/jev-gemma-3-270m,2026-09-23
models,jev,autotrust/JEV,2026-09-23
models,jev,Ruiruiz30/Jev-Omni-MLX-4bit,2026-09-23
models,jev,DKNTZMN/gan8-vs-jev,2026-09-23
models,jev,alibiserikbay/JevK5-GGUF,2026-09-23
models,jev,alibiserikbay/JevK5-2B,2026-09-23
models,jev,Fr0zencr4nE/jev-spatial,2026-09-24
models,jev,TokenRhythm/NeoHorse-Jev-4B-GGUF,2026-09-24
models,jev,divyanshx11/JEVision,2026-09-24
models,jev,Quazim0t0/Byrne-Jev-79M,2026-09-24
models,jev,SargeDev/jev-distill-corpus,2026-09-18
models,jev,kokuren/jp-sns-jev7-estimator,2026-09-18
models,jev,AndeyTait/JevForge-0.8B,2026-09-19
models,jev,jaswanthsanjay88/jev-0.5b,2026-09-19
models,jev,rdxtremity/jev-reranking,2026-09-20
models,jev,onnx-community/open-jev-deberta-v3-large-ONNX,2026-09-20
models,jev,NicolaiMTLassen/bonzi-4b-v1-jev,2026-09-20
models,jev,NicolaiMTLassen/bonzi-8b-v1-jev,2026-09-20
models,jev,NicolaiMTLassen/bonzi-27b-v1-jev,2026-09-20
models,jev,NicolaiMTLassen/bonzi-8b-ternary-v1-jev,2026-09-20
models,jev,Nebulaw1/jev-qwen3.5-4b-legal-lora,2026-09-20
models,jev,Nebulaw1/jev-qwen3.5-0.8b-legal-lora,2026-09-20
models,jev,kushalpatil/jevify-gemma4-e4b,2026-09-20
models,jev,kushalpatil/jevify-gemma4-e4b-lora,2026-09-20
models,jev,kushalpatil/jevify-gemma4-26b-a4b-lora,2026-09-20
models,jev,mradermacher/jevify-gemma4-26b-a4b-GGUF,2026-09-20
models,jev,gopalanj/jevons-lfm25-1.2b-systemone,2026-09-20
models,jev,rAVEUK/open-jev-deberta-v3-large,2026-09-20
models,jev,Praveenrajus/jevify-qwen3.5-4b,2026-09-21
models,jev,Praveenrajus/jevify-qwen3.5-2b,2026-09-21
models,jev,Raymond1122/metask-jev-4b-policy-mix,2026-09-21
models,jev,SargeDev/jev-gate-student-b,2026-09-21
models,jev,wayfind/metask-jev-4b-policy-mix,2026-09-21
models,jev,SeanLiu/Jev-Vision,2026-09-21
models,jev,argos1111/sarashina2.2-vision-3b-mmproj-jev-f16,2026-09-21
models,jev,xiq/xiq-vl-jev,2026-09-21
models,jev,SargeDev/jev-gate-student-b-merged,2026-09-21
models,jev,abidlabs/jev-typed-decisions-causal-0.6b,2026-09-21
models,jev,abidlabs/jev-typed-decisions-causal-0.6b-smoke,2026-09-21
models,jev,marcmagn1/jev-08b-typed-r1,2026-09-21
models,jev,mchen04/jev-local-lab-decision-heads,2026-09-21
models,jev,mchen04/jevlite-decision-heads,2026-09-21
models,jev,Praveenrajus/jevify-qwen3-vl-2b,2026-09-21
models,jev,MissingPackage/jev-d-0.4b-onnx,2026-09-21
models,jev,Praveenrajus/jevify-qwen3.5-4b-t2,2026-09-22
models,jev,ohtaman/jev-gemma-4-E2B-it-choice-64,2026-09-22
models,jev,Praveenrajus/jevify-qwen3-vl-2b-t2,2026-09-22
models,jev,WIlfLin/JEV-Qwen3.5-0.8B-Base,2026-09-22
models,jev,WIlfLin/JEV-Qwen3.5-9B-Base-NVFP4,2026-09-22
models,jev,top7777/jev-schema-scorer-deberta-v3-large,2026-09-22
models,jev,WIlfLin/JEV-Qwen3.8-27B-NVFP4-Runtime,2026-09-22
models,jev,Omarmahmoud83/jevlite,2026-09-22
models,jev,WIlfLin/JEV-Qwen3.8-Flash-Next-Linear-Runtime,2026-09-22
models,jev,sshalimov04/open-jev-base,2026-09-22
models,jev,Jeuner/jev-maboto,2026-09-22
models,jev,jsaurabh/qwen3.5-9b-jev-data-mix-v2,2026-09-22
models,jev,guzus/jev-nyotti,2026-09-22
models,jev,gionebeats/Open-Jev-2B,2026-09-22
models,jev,JonusNattapong/jev-my-bro-th960,2026-09-22
models,jev,Praveenrajus/jevify-qwen3.5-4b-t2-lowlr,2026-09-22
models,jev,vigneshlabs/ballot-jev-0.5b,2026-09-22
models,jev,asjson/jevson-4b-01,2026-09-23
models,jev,SUPER321/jevflash-doom-basic-0.6b,2026-09-23
models,jev,0xSojalSec/Jev-Omni,2026-09-23
models,jev,junetask/Open-Jev-9B,2026-09-23
models,jev,guzus/jev-nyotti-action,2026-09-23
models,jev,JonusNattapong/jev-my-bro-th1200,2026-09-23
models,jev,lokinfey/Qwen3_5_0.8B_jev,2026-09-23
models,jev,xuhaodev/Qwen3-1.7B-Jev,2026-09-23
models,jev,soyrsoyr/jev-playground-rlcd,2026-09-23
models,jev,chaoliangUNSW/Jev-Style-Qwen3.5-2B-Decision-v2,2026-09-23
models,jev,chaoliangUNSW/Jev-Style-Qwen3.5-2B-Decision-v2-MLX-bf16,2026-09-23
models,jev,wwydmanski/bielik-minitron-jev-v0.1,2026-09-23
models,jev,lostargon/Tiny-Jev-1.7B,2026-09-23
models,jev,fukayatti0/jev-japanese-judgment,2026-09-23
models,jev,JonesLin/next-jev-stage1-cot,2026-09-23
models,jev,wwydmanski/bielik-minitron-jev-v0.2,2026-09-23
models,jev,JonesLin/next-jev-stage2-last-loop,2026-09-23
models,jev,SargeDev/Jev_Qwen3.8-27B,2026-09-24
models,jev,ramgpt/Jev_Qwen3.8-27B-GGUF,2026-09-24
models,jev,guoan1/jev-qwen35-08b,2026-09-24
models,jev,SargeDev/Jev_Qwen3.8-27B-NVFP4-FP8,2026-09-24
models,jev,Rydward98/Jev-Omni,2026-09-24
models,jev,wwydmanski/bielik-minitron-jev-v0.3,2026-09-24
models,jev,VTXAI/VTX-JEV-1,2026-09-24
models,jev,joyfox/Qwen3.5-0.8B-JEV,2026-09-24
models,decider,Mapika/decider-2b,2026-09-16
models,decider,Mapika/decider-2b-vision,2026-09-16
models,decider,cosetoenor/decider-2b-GGUF,2026-09-18
models,decider,Mapika/decider-35b-a3b,2026-09-20
models,decider,Mapika/decider-35b-a3b-nvfp4,2026-09-20
models,decider,Mapika/decider-0.8b,2026-09-19
models,decider,mradermacher/decider-2b-vision-GGUF,2026-09-17
models,decider,mradermacher/decider-0.8b-GGUF,2026-09-19
models,decider,mradermacher/decider-35b-a3b-GGUF,2026-09-21
models,decider,mlboydaisuke/decider-0.8b-CoreAI,2026-09-21
models,decider,Mapika/decider-4b,2026-09-22
models,decider,SirSahOl/decider-2b-chat-mlx-4bit,2026-09-22
models,decider,SirSahOl/decider-2b-chat-mlx-8bit,2026-09-22
models,decider,SirSahOl/decider-2b-chat-mlx-16bit,2026-09-22
models,decider,edbordin-linktree/decider-0.8b-executorch-mlx,2026-09-23
models,decider,edbordin-linktree/decider-2b-executorch-mlx,2026-09-23
models,decider,DreamBlooms/decider-0.8b-GGUF,2026-09-23
models,decider,litert-community/decider-0.8b-LiteRT,2026-09-23
models,decider,DreamBlooms/decider-2b-GGUF,2026-09-23
models,decider,vdaular/decider-35b-a3b,2026-09-23
models,decider,vdaular/decider-2b-vision,2026-09-23
models,decider,mradermacher/decider-4b-GGUF,2026-09-24
models,decider,ollaya-dev/decider,2026-09-24
models,system-one,iapp/OpenThai-SystemOne,2026-09-20
models,system-one,pngwn/system-one-qwen3.5-4b-scorer,2026-09-16
models,system-one,pngwn/system-one-qwen3.5-4b-scorer-v2b,2026-09-17
models,system-one,pngwn/system-one-qwen3.5-4b-scorer-smoke,2026-09-16
models,system-one,DavidHatley/system-one-mini,2026-09-16
models,system-one,pngwn/system-one-qwen3.5-4b-scorer-v2-2ep,2026-09-17
models,system-one,Mannedood/local-system-one-student,2026-09-18
models,system-one,dwidlee/systemone-lite-0.5b,2026-09-19
models,system-one,lafalce/system-one-model,2026-09-19
models,system-one,shreyanbr/system-one-zeroshot,2026-09-19
models,system-one,shreyanbr/system-one-distilled,2026-09-19
models,system-one,shreyanbr/system-one-gold,2026-09-19
models,system-one,onnx-community/system-one-qwen3.5-4b-scorer-ONNX,2026-09-20
models,system-one,kaivoss/system-one-270m,2026-09-21
models,system-one,einsteiner1983/nemotron-3.5-lightning-systemone-lora-r16,2026-09-22
models,system-one,olafura/gemma4-12b-system-one,2026-09-22
models,system-one,shreyanbr/nev-lite-systemone,2026-09-22
models,system-one,mpuig/system-one-qwen3-0.6b,2026-09-22
models,system-one,mpuig/system-one-minicpm5-2b-q8,2026-09-22
models,system-one,mlboydaisuke/OpenThai-SystemOne-CoreAI,2026-09-22
models,system-one,FluidInference/system-one-gemma-coreml,2026-09-22
models,system-one,mlboydaisuke/system-one-qwen3.5-4b-scorer-CoreAI,2026-09-23
models,typed-decision,pngwn/nanodiff-350m-typed-decisions,2026-09-16
models,typed-decision,pngwn/nanodiff-350m-typed-decisions-smoke,2026-09-16
models,typed-decision,pngwn/nanodiff-350m-typed-decisions-lam0,2026-09-16
models,typed-decision,pngwn/nanodiff-350m-typed-decisions-lam1,2026-09-16
models,typed-decision,pngwn/typed-decisions-causal-0.6b-scorer,2026-09-16
models,typed-decision,pngwn/nanodiff-350m-typed-decisions-v2-lam1,2026-09-16
models,typed-decision,pngwn/nanodiff-350m-typed-decisions-v2,2026-09-16
models,typed-decision,IJyad/jeb-typed-decisions,2026-09-22
models,typed-decision,canbingol/magibuembed-typed-decisions-turkish-mmlu-10k,2026-09-24
models,this-that,flock-io/this-that-model-1.0,2026-09-20
models,this-that,flock-io/this-that-model-1.2,2026-09-23
models,this-that,mradermacher/this-that-model-1.0-GGUF,2026-09-20
models,this-that,flock-io/this-that-model-1.1,2026-09-22
models,this-that,evalengine/this-that-model-1.1-gguf,2026-09-23
models,this-that,mradermacher/this-that-model-1.2-GGUF,2026-09-24
datasets,laya,Luni/laya-jev-benchmark,2026-09-19
datasets,laya,pngwn/open-jev-laya-bench,2026-09-18
datasets,laya,LayanAlqabbani/DummyLegalDatasets,2026-09-18
datasets,laya,cjdd3b/extra-laya-bench-ft-data,2026-09-20
datasets,laya,syvai/danish-dynaword-laya,2026-09-21
datasets,laya,JonesLin/next-jev-laya-test,2026-09-22
datasets,laya,annelo/laya-marker-corpus,2026-09-22
datasets,laya,pranaysuyash/laya-formatting-fragility,2026-09-22
datasets,laya,gdelatournelle/laya-onnx-bench,2026-09-23
datasets,laya,dnagpt/laya-bio,2026-09-23
datasets,laya,AhmetSemih/turkish-mmlu-laya,2026-09-23
datasets,laya,dnagpt/laya-bio-historical-corpora,2026-09-23
datasets,kev,jaredpalmer/kev-suites,2026-09-19
datasets,kev,kevuN007/dmian-dataset,2026-09-16
datasets,kev,kevinson7515/Cog-Research,2026-09-18
datasets,kev,cjdd3b/extra-kev08-curriculum-data,2026-09-21
datasets,kev,luispoveda93/minicpm4-pcap-kev-workbench,2026-09-22
datasets,kev,Kevinu0628/MRBench,2026-09-23
datasets,kev,shaw276/kevscope-cve-kev-epss-daily,2026-09-24
datasets,jev,ZefanCai/Open-Jev,2026-09-20
datasets,jev,SargeDev/jev-distill-corpus-v3,2026-09-21
datasets,jev,ZefanCai/Open-Jev-v1.1,2026-09-22
datasets,jev,Praveenrajus/jev-bench,2026-09-20
datasets,jev,tasksource/tasksource-jev-typed-decisions,2026-09-22
datasets,jev,samatv256/jev-decisions-v1,2026-09-23
datasets,jev,ctaxnagomi/INSTRUCT_JEV,2026-09-19
datasets,jev,HIT-TMG/JevEmbed-Data,2026-09-24
datasets,jev,vagmi/jevlite_dataset,2026-09-20
datasets,jev,reachjalil/jevlogs-log-triage-benchmark,2026-09-17
datasets,jev,reachjalil/jev-luna-pagerduty-trigger,2026-09-17
datasets,jev,reachjalil/jev-tree-choice-cap,2026-09-18
datasets,jev,FaroukMoc2/jev-stage2-image-beans-pilot,2026-09-18
datasets,jev,Mikhail/mini-jev-runs,2026-09-18
